,Time,Value
0,0.0,0.0
1,1.0101010101010102,0.14775261930919792
2,2.0202020202020203,0.28822829311415277
3,3.0303030303030303,0.42178541733447206
4,4.040404040404041,0.5487647365778062
5,5.050505050505051,0.6694902134823729
6,6.0606060606060606,0.7842698552436058
7,7.070707070707071,0.8933964994336407
8,8.080808080808081,0.9971485611185091
9,9.090909090909092,1.0957907431791543
10,10.101010101010102,1.1895747116485214
11,11.111111111111112,1.278739737787702
12,12.121212121212121,1.3635133085392697
13,13.131313131313131,1.444111706915258
14,14.141414141414142,1.5207405638005205
15,15.151515151515152,1.593595382579294
16,16.161616161616163,1.6628620379234471
17,17.171717171717173,1.728717250014972
18,18.181818181818183,1.791329035412601
19,19.191919191919194,1.8508571357128556
20,20.202020202020204,1.907453425099155
21,21.212121212121215,1.9612622978187861
22,22.222222222222225,2.012421036576283
23,23.232323232323235,2.0610601627831224
24,24.242424242424242,2.107303769557304
25,25.252525252525253,2.1512698383224222
26,26.262626262626263,2.1930705398139496
27,27.272727272727273,2.232812520260698
28,28.282828282828284,2.2705971734715993
29,29.292929292929294,2.3065208995219675
30,30.303030303030305,2.340675350699239
31,31.313131313131315,2.3731476653356744
32,32.323232323232325,2.4040206901245877
33,33.333333333333336,2.4333731914873145
34,34.343434343434346,2.461280056530168
35,35.35353535353536,2.487812484104092
36,36.36363636363637,2.5130381664544554
37,37.37373737373738,2.5370214619244438
38,38.38383838383839,2.5598235591526457
39,39.3939393939394,2.581502633183778
40,40.40404040404041,2.602113993890811
41,41.41414141414142,2.6217102270871804
42,42.42424242424243,2.6403413286890975
43,43.43434343434344,2.658054832270248
44,44.44444444444445,2.6748959303343125
45,45.45454545454546,2.6909075896147074
46,46.46464646464647,2.7061306606957145
47,47.47474747474748,2.7206039822346715
48,48.484848484848484,2.7343644800511338
49,49.494949494949495,2.747447261335802
50,50.505050505050505,2.7598857042195846
51,51.515151515151516,2.7717115429312975
52,52.525252525252526,2.782954948761283
53,53.535353535353536,2.7936446070374896
54,54.54545454545455,2.8038077903104193
55,55.55555555555556,2.813470427933651
56,56.56565656565657,2.8226571722174603
57,57.57575757575758,2.8313914613243165
58,58.58585858585859,2.839695579066726
59,59.5959595959596,2.8475907117599712
60,60.60606060606061,2.8550970022748094
61,61.61616161616162,2.8622336014280267
62,62.62626262626263,2.8690187168419614
63,63.63636363636364,2.875469659397655
64,64.64646464646465,2.8816028874001423
65,65.65656565656566,2.8874340485685672
66,66.66666666666667,2.892978019958243
67,67.67676767676768,2.898248945916518
68,68.68686868686869,2.903260274169287
69,69.6969696969697,2.9080247901302005
70,70.70707070707071,2.912554649520126
71,71.71717171717172,2.9168614093800636
72,72.72727272727273,2.920956057556654
73,73.73737373737374,2.9248490407354972
74,74.74747474747475,2.928550291093807
75,75.75757575757576,2.932069251640397
76,76.76767676767678,2.9354149003076517
77,77.77777777777779,2.9385957728569485
78,78.7878787878788,2.9416199846559627
79,79.7979797979798,2.9444952513834273
80,80.80808080808082,2.9472289087141594
81,81.81818181818183,2.949827931034589
82,82.82828282828284,2.952298949236522
83,83.83838383838385,2.9546482676345573
84,84.84848484848486,2.9568818800502923
85,85.85858585858587,2.959005485104378
86,86.86868686868688,2.961024500755424
87,87.87878787878789,2.962944078122847
88,88.8888888888889,2.964769114628936
89,89.89898989898991,2.9665042664936547
90,90.90909090909092,2.96815396061407
91,91.91919191919193,2.9697224058587017
92,92.92929292929294,2.9712136038056207
93,93.93939393939395,2.9726313589516846
94,94.94949494949496,2.973979288418959
95,95.95959595959597,2.975260831183088
96,96.96969696969697,2.976479256847165
97,97.97979797979798,2.9776376739834753
98,98.98989898989899,2.9787390380644045
99,100.0,2.9797861590027437
