timestamp,l1013aspv,l1013asop,l1013assp,f1023aspv,f1023asop,f1023assp,t1057aspv,t1057asop,t1057assp,f1024aspv,f1024asop,f1024assp,l1014aspv,l1014asop,l1014assp,f1025aspv,f1025asop,f1025assp,l1015aspv,l1015asop,l1015assp,p1049aspv,p1049asop,p1049assp,p1042aspv,p1042asop,p1042assp,p1054aspv,p1054asop,p1054assp,pd1056aspv,pd1056asop,pd1056assp,l1017aspv,l1017asop,l1017assp,f1030aspv,f1030asop,f1030assp,f1031aspv,f1031asop,f1031assp,t1065aspv,t1065asop,t1065assp,f1029aspv,f1029asop,f1029assp,t1067pv,f1026pv,f2021aspv,f2021asop,f2021assp,f1021aspv,f1021asop,f1021assp,f1048aspv,f1048asop,f1048assp,f60
2010-02-26,0.41894060995184584,0.41187572590011612,0,0.41718213058419246,0.41676718938480101,0.41589585474477558,0.42310756972111579,0,0.42339832869080768,0.49333259711217248,0.5139186295503213,0.49650460165473659,0.4325276938569988,0.41424242424242419,0,0.36612489307100082,0.32620993086109357,0.36209813874788493,0.36987270155587015,0.36327477626781574,0,0.7850794251134644,0.01,0,0.87692562531058516,0.14954545454545454,0,0.63591171206999486,0.16533758639021801,0,0.54366274295099926,0.97081818181818191,0,0.82626728110599079,0.23757386166145292,0,0.098393574297188743,0.26184913217623496,0.16072507552870091,0.50387596899224729,0.39192139737991288,0,0.30615942028985471,0.34601864588109427,nan,0.34883770173030165,0.41640866873065013,0.30744222645572766,0.633663366336634,0.0,0.52808046940486164,0.51063449508489722,0.52799999999999991,0.0,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:01:00,0.4086677367576243,0.40795586527293848,0,0.41237113402061853,0.40078407720144754,0.40150736553614252,0.42509960159362564,0,0.42658177477118958,0.4968204448616364,0.50535331905781578,0.4998419633726876,0.4284994964753272,0.40999999999999992,0,0.3652694610778443,0.32558139534883729,0.36209813874788493,0.37199434229137235,0.36360623135565123,0,0.79125693393847718,0.016181818181818179,0,0.87513665728010581,0.14736363636363636,0,0.55458341618611839,0.14354066985645936,0,0.4887763482069532,0.82154545454545458,0,0.83517665130568353,0.27667709419534237,0,0.097389558232931744,0.26769025367156207,0.20060422960725074,0.75968992248061828,0.23580786026200903,0,0.31249999999999961,0.33272199296958582,nan,0.34540744844915139,0.37538699690402477,0.36434606145945508,0.633663366336634,0.0,0.54149203688181058,0.53681858802502236,0.54484210526315791,0.00047892720306513456,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:02:00,0.41797752808988775,0.41361788617886186,0,0.40687285223367697,0.41103739445114595,0.41212744090441927,0.4302788844621514,0,0.43095901313171486,0.49626827899100873,0.5139186295503213,0.5027145114808963,0.42296072507552862,0.40636363636363637,0,0.3652694610778443,0.32558139534883729,0.36209813874788493,0.37199434229137235,0.36294332117998007,0,0.79740292486132069,0.025454545454545452,0,0.87768759317541878,0.15336363636363634,0,0.54006760787432639,0.13609782030834661,0,0.53681905283328779,0.93381818181818177,0,0.83041474654377878,0.24748001390337157,0,0.1004016064257028,0.26652202937249664,0.18791540785498487,0.43410852713178499,0.20196506550218349,0,0.3206521739130434,0.31208925569310714,nan,0.31794071872981811,0.35139318885448917,0.35335735387503797,0.64686468646864925,0.0,0.54274937133277457,0.5326184092940125,0.52252631578947373,0.0019157088122605383,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:03:00,0.41284109149277687,0.40839140534262491,0,0.40962199312714781,0.41495778045838366,0.41178485782802327,0.43187250996015958,0,0.43573418225228805,0.50328998831248906,0.5224839400428265,0.50598679929348345,0.42296072507552862,0.40333333333333332,0,0.36441402908468778,0.32495285983658095,0.36379018612521147,0.37482319660537511,0.36426914153132245,0,0.80295007564296539,0.034545454545454546,0,0.87924465794268658,0.15690909090909089,0,0.60449393517597705,0.15337586390217964,0,0.53777716944976728,0.9648181818181818,0,0.82273425499231945,0.22106360792492177,0,0.090361445783132516,0.25216955941255004,0.15347432024169183,0.48837209302325812,0.22270742358078585,0,0.32427536231884047,0.34280910897141981,nan,0.32518236454557964,0.36687306501547995,0.35058601838813891,0.67326732673267509,0.0,0.52137468566638734,0.50259159964253797,0.50526315789473686,0.0014367816091954036,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:04:00,0.39903691813804176,0.40360046457607429,0,0.40790378006872852,0.40229191797346203,0.39842411784857829,0.43346613545816726,0,0.43613211301233601,0.50823187285460536,0.5182012847965739,0.50939853118899325,0.42296072507552862,0.4051515151515151,0,0.36869118905047044,0.32495285983658095,0.36379018612521147,0.37623762376237624,0.36559496188266494,0,0.80909606656580901,0.04581818181818182,0,0.87732317376180224,0.15490909090909091,0,0.61722012328494702,0.15895800106326419,0,0.5190254585272378,0.91772727272727272,0,0.82565284178187393,0.23948557525199859,0,0.074297188755020102,0.24532710280373829,0.15347432024169183,0.58139534883720967,0.21397379912663755,0,0.31340579710144939,0.33730704569769215,nan,0.34031853360201292,0.3854489164086688,0.38935365415941919,0.6501650165016496,0.0,0.51927912824811406,0.51394101876675602,0.52673684210526317,0.0,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:05:00,0.41059390048154093,0.41027874564459932,0,0.40859106529209621,0.40470446320868514,0.41075710859883519,0.44462151394422306,0,0.4440907282132906,0.50275622797088249,0.53961456102783723,0.51079297201822071,0.41289023162134925,0.39454545454545453,0,0.36698032506415734,0.32746700188560668,0.3671742808798647,0.37977369165488006,0.36725223732184281,0,0.81401285930408418,0.058454545454545453,0,0.8802716581083323,0.16136363636363638,0,0.48737323523563347,0.12147793726741092,0,0.49315630988228865,0.84445454545454546,0,0.83379416282642083,0.26312130691692737,0,0.076305220883534114,0.25784379172229638,0.20181268882175224,0.45736434108526874,0.17358078602620117,0,0.31249999999999961,0.30307198532783131,nan,0.32687278771602296,0.40944272445820434,0.26430878820508574,0.633663366336634,0.0,0.52975691533948033,0.52734584450402144,0.52842105263157901,0.0019157088122605383,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:06:00,0.40481540930979132,0.40548780487804881,0,0.40824742268041231,0.40651387213510259,0.41007194244604317,0.44342629482071705,0,0.44289693593314783,0.50872882213817028,0.54389721627409016,0.5115645626103934,0.40986908358509572,0.39212121212121204,0,0.36954662104362707,0.33249528598365807,0.3697123519458545,0.38330975954738339,0.36990387802452768,0,0.82019036812909685,0.07290909090909091,0,0.88388272320689099,0.16954545454545453,0,0.58958043348578015,0.14566719829877722,0,0.55693950177935947,1.0,0,0.82703533026113663,0.2386166145290233,0,0.074297188755020102,0.24933244325767689,0.16797583081570996,0.31007751937984407,0.27510917030567711,0,0.31340579710144939,0.31759131896683479,nan,0.33056066289997571,0.3916408668730651,0.33664651149948921,0.64686468646864925,0.0,0.53520536462699075,0.51313672922252007,0.51663157894736844,0.00095785440613026913,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:07:00,0.40449438202247195,0.40839140534262491,0,0.40893470790378,0.4013872135102533,0.40870161014045903,0.45059760956175315,0,0.44926382809391174,0.51169211231053791,0.53747323340471087,0.51294970716742605,0.40735146022155067,0.38878787878787874,0,0.37639007698887944,0.33312382149591441,0.37140439932318103,0.38684582743988677,0.37255551872721238,0,0.82510716086737201,0.085636363636363635,0,0.88388272320689099,0.17181818181818181,0,0.64963213362497707,0.16640085061137694,0,0.53695592663564184,0.97781818181818181,0,0.82980030721966191,0.25773375043448038,0,0.076305220883534114,0.24682910547396528,0.17220543806646527,0.55038759689922578,0.29366812227074202,0,0.31249999999999961,0.36695705333944678,nan,0.34299709557772595,0.4086687306501548,0.37883086225461776,0.67326732673267509,0.0,0.52724224643755235,0.51563896336014292,0.5313684210526316,0.0019157088122605383,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
2010-02-26 00:08:00,0.40224719101123602,0.40592334494773524,0,0.40687285223367697,0.40199034981905912,0.407673860911271,0.45298804780876523,0,0.45204934341424574,0.50941902947645479,0.53961456102783723,0.51624988379659764,0.39828801611278936,0.37818181818181817,0,0.37724550898203596,0.33438089252042752,0.37563451776649748,0.39179632248939172,0.37686443486907523,0,0.83002395360564862,0.10118181818181818,0,0.88610236872618886,0.17809090909090908,0,0.5076555975343009,0.12706007442849548,0,0.48316452231042983,0.82399999999999995,0,0.84055299539170492,0.29405630865484883,0,0.084337349397590342,0.26602136181575431,0.23021148036253775,0.59689922480620439,0.25545851528384306,0,0.30797101449275349,0.34739416169952625,nan,0.31984994406428541,0.3660990712074304,0.36050139429581168,0.67986798679868032,0.0,0.53897736797988272,0.53279714030384262,0.53557894736842104,0.0019157088122605383,0.0,0.0,0.98076923076923073,nan,1.0,nan
2010-02-26 00:09:00,0.39229534510433384,0.40156794425087106,0,0.40824742268041231,0.38902291917973464,0.39499828708461798,0.46175298804780901,0,0.46000795861520088,0.51491307988919854,0.5460385438972164,0.51598958817514196,0.39778449144008049,0.37636363636363629,0,0.37895637296834905,0.33815210559396586,0.37901861252115054,0.39674681753889668,0.38249917136228034,0,0.83374306606152304,0.11781818181818182,0,0.88494285241013737,0.17863636363636362,0,0.572280771525154,0.14141414141414138,0,0.53791404325212155,0.96936363636363632,0,0.83440860215053769,0.2678136948209941,0,0.088353413654618462,0.26735647530040052,0.2078549848942598,0.53488372093023118,0.27292576419213965,0,0.31612318840579667,0.3191196698762036,nan,0.31260124011420054,0.36068111455108365,0.36086722438499141,0.69636963696369591,0.0,0.539815590947192,0.52243074173369075,0.52210526315789474,0.00095785440613026913,0.0,0.0,0.98076923076923073,nan,0.98076923076923073,nan
